review,rating,sentiment
I appreciate the effort put into the frontend project by kaushik@gmail.com. Well done!,3,Neutral
The app provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The backend developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The ppt provided by nishtha@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The frontend developed by anushka@gmail.com exceeded my expectations. Highly recommended!,4,Positive
I'm very satisfied with the figma created by test@gmail.com. Excellent work!,5,Positive
The website work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,2,Negative
The docs provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
kaushik@gmail.com failed to deliver a satisfactory frontend project. It was a waste of time and money.,3,Neutral
The figma work done by raghav@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
I appreciate the effort put into the app project by nishtha@gmail.com. Well done!,3,Neutral
test@gmail.com failed to deliver a satisfactory website project. It was a waste of time and money.,3,Neutral
The website created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The website developed by test@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The figma work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
The figma work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The frontend work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
"Unfortunately, the backend provided by kaushik@gmail.com did not meet my expectations. Disappointed.",3,Neutral
"Unfortunately, the figma provided by kaushik@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The website created by kaushik@gmail.com was decent. It served its purpose adequately.,3,Neutral
The docs developed by kaushik@gmail.com exceeded my expectations. Highly recommended!,4,Positive
"The ppt provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
I'm very satisfied with the ppt created by anushka@gmail.com. Excellent work!,4,Positive
I have mixed feelings about the docs project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
The website work done by raghav@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The app created by test@gmail.com was decent. It served its purpose adequately.,3,Neutral
I'm unhappy with the backend created by kaushik@gmail.com. It wasn't what I expected.,3,Neutral
I have mixed feelings about the docs project provided by raghav@gmail.com. It was neither great nor terrible.,3,Neutral
The website work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
The backend developed by raghav@gmail.com exceeded my expectations. Highly recommended!,4,Positive
anushka@gmail.com failed to deliver a satisfactory frontend project. It was a waste of time and money.,3,Neutral
The app work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the docs created by kaushik@gmail.com. Excellent work!,5,Positive
The figma developed by test@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The website provided by kaushik@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
"The docs provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"Unfortunately, the figma provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The app developed by test@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The backend work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The app work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
The ppt work done by anushka@gmail.com was subpar. I regret hiring them for this project.,1,Negative
I appreciate the effort put into the frontend project by kaushik@gmail.com. Well done!,3,Neutral
"The docs provided by test@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The ppt work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The figma work done by anushka@gmail.com was exceptional. I'm impressed!,3,Neutral
The docs work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
The frontend created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
The frontend provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
I'm unhappy with the ppt created by test@gmail.com. It wasn't what I expected.,3,Neutral
The docs created by nishtha@gmail.com was decent. It served its purpose adequately.,3,Neutral
The frontend work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
The frontend developed by test@gmail.com exceeded my expectations. Highly recommended!,5,Positive
"The ppt provided by raghav@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
I'm unhappy with the docs created by kaushik@gmail.com. It wasn't what I expected.,3,Neutral
I have mixed feelings about the figma project provided by nishtha@gmail.com. It was neither great nor terrible.,3,Neutral
"The docs provided by raghav@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The backend provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
I'm very satisfied with the ppt created by nishtha@gmail.com. Excellent work!,5,Positive
I'm unhappy with the ppt created by raghav@gmail.com. It wasn't what I expected.,3,Neutral
The figma created by nishtha@gmail.com was decent. It served its purpose adequately.,3,Neutral
The app work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
I have mixed feelings about the website project provided by kaushik@gmail.com. It was neither great nor terrible.,3,Neutral
The figma provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The figma work done by anushka@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
"The figma work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The figma work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
The ppt provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The docs provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
test@gmail.com failed to deliver a satisfactory backend project. It was a waste of time and money.,3,Neutral
I have mixed feelings about the app project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
The docs work done by anushka@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The backend provided by nishtha@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The docs created by anushka@gmail.com was decent. It served its purpose adequately.,3,Neutral
I have mixed feelings about the docs project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
The docs developed by kaushik@gmail.com exceeded my expectations. Highly recommended!,4,Positive
The docs work done by anushka@gmail.com was subpar. I regret hiring them for this project.,1,Negative
"Unfortunately, the frontend provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I appreciate the effort put into the ppt project by kaushik@gmail.com. Well done!,3,Neutral
The figma developed by anushka@gmail.com exceeded my expectations. Highly recommended!,5,Positive
The figma created by test@gmail.com was decent. It served its purpose adequately.,3,Neutral
I'm unhappy with the website created by raghav@gmail.com. It wasn't what I expected.,3,Neutral
The website work done by anushka@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the backend created by test@gmail.com. Excellent work!,5,Positive
The backend work done by kaushik@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The backend work done by test@gmail.com was exceptional. I'm impressed!,3,Neutral
I'm very satisfied with the frontend created by kaushik@gmail.com. Excellent work!,5,Positive
The docs work done by raghav@gmail.com was subpar. I regret hiring them for this project.,2,Negative
I'm very satisfied with the frontend created by kaushik@gmail.com. Excellent work!,4,Positive
I'm very satisfied with the docs created by kaushik@gmail.com. Excellent work!,4,Positive
I appreciate the effort put into the backend project by test@gmail.com. Well done!,3,Neutral
"The frontend work done by raghav@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
raghav@gmail.com failed to deliver a satisfactory app project. It was a waste of time and money.,3,Neutral
The backend created by raghav@gmail.com was decent. It served its purpose adequately.,3,Neutral
I'm very satisfied with the app created by anushka@gmail.com. Excellent work!,4,Positive
The frontend developed by test@gmail.com exceeded my expectations. Highly recommended!,4,Positive
"Unfortunately, the docs provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
I have mixed feelings about the frontend project provided by nishtha@gmail.com. It was neither great nor terrible.,3,Neutral
nishtha@gmail.com failed to deliver a satisfactory figma project. It was a waste of time and money.,3,Neutral
I appreciate the effort put into the backend project by raghav@gmail.com. Well done!,3,Neutral
The backend work done by test@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The app work done by test@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The frontend provided by test@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The ppt provided by nishtha@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The frontend provided by nishtha@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The docs developed by nishtha@gmail.com exceeded my expectations. Highly recommended!,4,Positive
test@gmail.com failed to deliver a satisfactory backend project. It was a waste of time and money.,3,Neutral
"The ppt provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The backend work done by anushka@gmail.com was exceptional. I'm impressed!,3,Neutral
"The figma provided by test@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The figma work done by nishtha@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The frontend provided by raghav@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The ppt provided by anushka@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
"The backend work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The backend work done by kaushik@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The figma provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The frontend work done by anushka@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
I have mixed feelings about the figma project provided by test@gmail.com. It was neither great nor terrible.,3,Neutral
The docs work done by kaushik@gmail.com was subpar. I regret hiring them for this project.,1,Negative
"Unfortunately, the ppt provided by test@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The app work done by test@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The docs work done by test@gmail.com was subpar. I regret hiring them for this project.,1,Negative
The website provided by test@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
The docs work done by nishtha@gmail.com was exceptional. I'm impressed!,3,Neutral
The docs work done by anushka@gmail.com was exceptional. I'm impressed!,3,Neutral
"Unfortunately, the app provided by nishtha@gmail.com did not meet my expectations. Disappointed.",3,Neutral
"The figma work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The docs provided by nishtha@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
"The figma work done by test@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
"The website work done by nishtha@gmail.com was okay. It didn't exceed expectations, but it wasn't terrible either.",3,Neutral
The backend provided by kaushik@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The ppt work done by raghav@gmail.com was exceptional. I'm impressed!,3,Neutral
anushka@gmail.com failed to deliver a satisfactory ppt project. It was a waste of time and money.,3,Neutral
The app provided by raghav@gmail.com was not up to standard. I won't be working with them again.,3,Neutral
The app work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
The frontend provided by nishtha@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
I'm unhappy with the backend created by anushka@gmail.com. It wasn't what I expected.,3,Neutral
The website work done by nishtha@gmail.com surpassed my expectations. Highly impressed!,3,Neutral
The app created by nishtha@gmail.com was decent. It served its purpose adequately.,3,Neutral
The docs work done by test@gmail.com was subpar. I regret hiring them for this project.,2,Negative
The figma developed by test@gmail.com exceeded my expectations. Highly recommended!,5,Positive
I'm very satisfied with the figma created by test@gmail.com. Excellent work!,4,Positive
nishtha@gmail.com failed to deliver a satisfactory docs project. It was a waste of time and money.,3,Neutral
"Unfortunately, the website provided by test@gmail.com did not meet my expectations. Disappointed.",3,Neutral
The ppt work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
"The backend provided by anushka@gmail.com was satisfactory. It wasn't exceptional, but it got the job done.",3,Neutral
The app work done by kaushik@gmail.com was exceptional. I'm impressed!,3,Neutral
I appreciate the effort put into the frontend project by test@gmail.com. Well done!,3,Neutral
I'm very satisfied with the backend created by kaushik@gmail.com. Excellent work!,4,Positive
I appreciate the effort put into the figma project by kaushik@gmail.com. Well done!,3,Neutral
The website provided by raghav@gmail.com was top-notch. I'm very happy with the result.,3,Neutral
I have mixed feelings about the figma project provided by anushka@gmail.com. It was neither great nor terrible.,3,Neutral
"Unfortunately, the backend provided by raghav@gmail.com did not meet my expectations. Disappointed.",3,Neutral
raghav@gmail.com failed to deliver a satisfactory ppt project. It was a waste of time and money.,3,Neutral
I have mixed feelings about the frontend project provided by kaushik@gmail.com. It was neither great nor terrible.,3,Neutral
I'm unhappy with the app created by test@gmail.com. It wasn't what I expected.,3,Neutral
